Name,Brand,Model,Inches,Price,DisplayType,Display,Resolution,Features,Connectivity,Design
sens sens32wygshd 32 inch (81 cm) led hd-ready tv,sens,sens32wygshd 3,32,7999,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,Apps,"Sound Output: 24 W
2 USB Ports
3 HDMI Ports",Colour: Black
xiaomi redmi smart fire tv 32 inch (81 cm) led hd-ready tv,xiaomi,redmi smart fire tv 3,32,12499,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,"Apps
Voice Control
Smart Remote","Sound Output: 20 W
2 USB Ports
2 HDMI Ports","715.7 x 190.4 x 82.5 mm
Weight: 3.9 kg
Colour: Black"
sansui jsw43asfhd 43 inch (109 cm) led full hd tv,sansui,jsw43asfhd 4,43,22500,led full hd tv,"43"" (109.22 cm), LED
Full HD, 1920x1080",1920x1080,"Apps and Games
Web Browser
Facebook","Sound Output: 20 W
2 USB Ports
2 HDMI Ports",Colour: Black
samsung ua32t4010ar 32 inch (81 cm) led hd-ready tv,samsung,ua32t4010ar 3,32,16290,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,,"2 USB Ports, 2 HDMI Ports, Wi-Fi","731.7 x 439.2 x 83.0 mm
Weight: 3.7 kg
Colour: Black"
lg lx1 pose 55lx1qpsa 55 inch (139 cm) oled evo 4k tv,lg,lx1 pose 55lx1qpsa 5,55,149990,oled evo 4k tv,"55"" (139.7 cm), OLED evo
4K, 3840x2160
120 Hz Refresh Rate",3840x2160,"Apps and Games
Voice Control","Sound Output: 40 W
2 USB Ports
2 HDMI Ports","1225 x 880 x 228 mm
Colour: Other"
lg 32lq645bpta 32 inch (81 cm) led hd-ready tv,lg,32lq645bpta 3,32,17999,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,"and Games
Web Browser
Voice Control","Sound Output: 16 W
2 USB Ports
3 HDMI Ports","716 x 424 x 82 mm
Weight: 3.68 kg
Colour: Black"
nokia 55uhdaqndt5q 55 inch (139 cm) qled 4k tv,nokia,55uhdaqndt5q 5,55,54999,qled 4k tv,"55"" (139.7 cm), QLED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 60 W
2 USB Ports
3 HDMI Ports","1234.9 x 713.5 x 110 mm
Weight: 13.06 kg
Colour: Black"
motorola 50uhdadmrs7p 50 inch (127 cm) led 4k tv,motorola,50uhdadmrs7p 5,50,35999,led 4k tv,"50"" (127 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Voice Control
Facebook","Sound Output: 50 W
2 USB Ports
3 HDMI Ports","1113 x 680 x 75 mm
Weight: 9.7 kg
Colour: Black"
sens dwinci sens65wgsqled 65 inch (165 cm) qled 4k tv,sens,dwinci sens65wgsqled 6,65,39999,qled 4k tv,"65"" (165.1 cm), QLED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Smart Remote","Sound Output: 20 W
2 USB Ports
3 HDMI Ports",Colour: Black
sens dwinci sens55wgsqled 55 inch (139 cm) qled 4k tv,sens,dwinci sens55wgsqled 5,55,31999,qled 4k tv,"55"" (139.7 cm), QLED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,Apps,"Sound Output: 20 W
2 USB Ports
3 HDMI Ports",Colour: Black
haier l50eg 50 inch (127 cm) led 4k tv,haier,l50eg 5,50,39990,led 4k tv,"50"" (127 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,Apps,"Sound Output: 20 W
2 USB Ports
4 HDMI Ports",Colour: Grey
onida nexg 65uig 65 inch (165 cm) led 4k tv,onida,nexg 65uig 6,65,45999,led 4k tv,"65"" (165.1 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control
Smart Remote","Sound Output: 24 W
2 USB Ports
3 HDMI Ports","1450 x 827 x 79.5 mm
Weight: 18 kg
Colour: Black"
samsung qa55qn90bak 55 inch (139 cm) neo qled 4k tv,samsung,qa55qn90bak 5,55,184990,neo qled 4k tv,"55"" (139.7 cm), Neo QLED
4K, 3840x2160
100 Hz Refresh Rate",3840x2160,"Apps and Games
Voice Control
Smart Remote","Sound Output: 60 W
4 HDMI Ports","1227.4 x 705.6 x 25.9 mm
Weight: 17.7 kg
Colour: Other"
acer ar43ap2851udfl 43 inch (109 cm) led 4k tv,acer,ar43ap2851udfl 4,43,34990,led 4k tv,"43"" (109.22 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Voice Control
Facebook","Sound Output: 30 W
2 USB Ports
3 HDMI Ports","962 x 576 x 75 mm
Weight: 7.3 kg
Colour: Black"
dyanora dy-ld32h2s 32 inch (81 cm) led hd-ready tv,dyanora,dy-ld32h2s 3,32,8299,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,"Apps and Games
Facebook","Sound Output: 20 W
2 USB Ports
2 HDMI Ports",Colour: Black
candy ca32c9 32 inch (81 cm) led hd-ready tv,candy,ca32c9 3,32,10990,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,Apps,"Sound Output: 20 W
2 USB Ports
3 HDMI Ports","725.9 x 427.5 x 73 mm
Weight: 3.7 kg
Colour: Black"
samsung ua55bu8570u 55 inch (139 cm) led 4k tv,samsung,ua55bu8570u 5,55,78990,led 4k tv,"55"" (139.7 cm), LED
4K, 3840x2160
50 Hz Refresh Rate",3840x2160,"and Games
Voice Control
Smart Remote","Sound Output: 20 W
2 USB Ports
3 HDMI Ports","1232.9 x 709.2 x 25.7 mm
Weight: 14.7 kg
Colour: Black"
sansui jsw32ashd 32 inch (81 cm) led hd-ready tv,sansui,jsw32ashd 3,32,10999,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,Apps and Games,"Sound Output: 20 W
2 USB Ports
2 HDMI Ports","732 x 830 x 438 mm
Weight: 4 kg
Colour: Black"
sony bravia xr-55a80l 55 inch (139 cm) oled 4k tv,sony,bravia xr-55a80l 5,55,180490,oled 4k tv,"55"" (139.7 cm), OLED
4K, 3840x2160",3840x2160,Apps and Games,"3 USB Ports, 4 HDMI Ports, Ethernet, Wi-Fi",Colour: Black
sony bravia xr-77a80l 77 inch (195 cm) oled 4k tv,sony,bravia xr-77a80l 7,77,446490,oled 4k tv,"77"" (195.58 cm), OLED
4K, 3840x2160",3840x2160,"Apps and Games
Skype Compatible
Smart Remote","4 HDMI Ports, 3 USB Ports, Bluetooth, Wi-Fi, Ethernet","67.8x39.3x2.13 in, Weight: 37 kg, Colour: Black"
samsung ua43bu8570u 43 inch (109 cm) led 4k tv,samsung,ua43bu8570u 4,43,51990,led 4k tv,"43"" (109.22 cm), LED
4K, 3840x2160
50 Hz Refresh Rate",3840x2160,"and Games
Voice Control","Sound Output: 20 W
2 USB Ports
3 HDMI Ports","966.3 x 560.3 x 25.7 mm
Weight: 8.1 kg
Colour: Black"
samsung qa65qn800ck 65 inch (165 cm) neo qled 8k uhd tv,samsung,qa65qn800ck 6,65,364990,neo qled 8k uhd tv,"65"" (165.1 cm), Neo QLED
8K UHD, 7680x4320
100 Hz Refresh Rate",7680x4320,"Apps and Games
Web Browser
Voice Control","Sound Output: 70 W
3 USB Ports
4 HDMI Ports","1443.7 x 828.4 x 17.2 mm
Weight: 22.5 kg
Colour: Other"
samsung qa75qn800bk 75 inch (190 cm) neo qled 8k uhd tv,samsung,qa75qn800bk 7,75,799990,neo qled 8k uhd tv,"75"" (190.5 cm), Neo QLED
8K UHD, 7680x4320
100 Hz Refresh Rate",7680x4320,"and Games
Voice Control","Sound Output: 70 W
3 USB Ports
4 HDMI Ports","1668.3 x 955.6 x 17.2 mm
Weight: 32.2 kg
Colour: Other"
samsung qa43q60cak 43 inch (109 cm) qled 4k tv,samsung,qa43q60cak 4,43,62990,qled 4k tv,"43"" (109.22 cm), QLED
4K, 3840x2160",3840x2160,,"2 USB Ports, 3 HDMI Ports, Wi-Fi, Ethernet","965.5 x 559.4 x 25.7 mm
Weight: 8.1 kg
Colour: Black"
samsung qa65ls03tak 65 inch (165 cm) qled 4k tv,samsung,qa65ls03tak 6,65,138490,qled 4k tv,"65"" (165.1 cm), QLED
4K, 3840x2160
120 Hz Refresh Rate",3840x2160,"Apps and Games
Gesture Control
Voice Control","Sound Output: 40 W
2 USB Ports
4 HDMI Ports","1453.9 x 829.4 x 45.8 mm
Weight: 25.2 kg
Colour: Black"
lg oled55g2psa 55 inch (139 cm) oled evo 4k tv,lg,oled55g2psa 5,55,144990,oled evo 4k tv,"55"" (139.7 cm), OLED evo
4K, 3840x2160
120 Hz Refresh Rate",3840x2160,"Apps and Games
Voice Control","Sound Output: 60 W
3 USB Ports
4 HDMI Ports","1222 x 698 x 27.2 mm
Weight: 17.1 kg
Colour: Black"
samsung ua50cu8000k 50 inch (127 cm) led 4k tv,samsung,ua50cu8000k 5,50,55290,led 4k tv,"50"" (127 cm), LED
4K, 3840x2160
50 Hz Refresh Rate",3840x2160,,"3 USB Ports, 4 HDMI Ports, Wi-Fi, Ethernet","1118.3 x 644.6 x 25.7 mm
Weight: 11.2 kg
Colour: Other"
samsung qa49ls01tak 49 inch (124 cm) qled 4k tv,samsung,qa49ls01tak 4,49,89490,qled 4k tv,"49"" (124.46 cm), QLED
4K, 3840x2160",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 40 W
2 USB Ports
4 HDMI Ports","1119.6 x 671.9 x 206.5 mm
Weight: 20.8 kg
Colour: Other"
lg 32lk628bptf 32 inch (81 cm) led hd-ready tv,lg,32lk628bptf 3,32,21899,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768",1366x768,"Apps and Games
Web Browser
Facebook","Sound Output: 20 W
1 USB Ports
3 HDMI Ports",Colour: Black
candy ca5560cqled 55 inch (139 cm) qled 4k tv,candy,ca5560cqled 5,55,42990,qled 4k tv,"55"" (139.7 cm), QLED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,Apps,"Sound Output: 30 W
2 USB Ports
4 HDMI Ports",Colour: Black
kevin kn32a1 32 inch (81 cm) led hd-ready tv,kevin,kn32a1 3,32,7999,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,Apps,"Sound Output: 20 W
2 USB Ports
1 HDMI Ports","350 x 181.1 x 283 mm
Colour: Black"
xiaomi mi tv 4a pro 32 inch (81 cm) led hd-ready tv,xiaomi,mi tv 4a pro 3,32,16989,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,"Apps and Games
Web Browser
Facebook","Sound Output: 20 W
2 USB Ports
3 HDMI Ports","733 x 435 x 80 mm
Weight: 3.8 kg
Colour: Black"
xiaomi smart tv 5a 40 inch (101 cm) led full hd tv,xiaomi,smart tv 5a 4,40,20999,led full hd tv,"40"" (101.6 cm), LED
Full HD, 1920x1080
60 Hz Refresh Rate",1920x1080,"Apps and Games
Voice Control
Smart Remote","Sound Output: 24 W
2 USB Ports
2 HDMI Ports","892.3 x 512.8 x 86.5 mm
Weight: 5.45 kg
Colour: Black"
xiaomi mi tv 4a pro 43 inch (109 cm) led full hd tv,xiaomi,mi tv 4a pro 4,43,21499,led full hd tv,"43"" (109.22 cm), LED
Full HD, 1920x1080
60 Hz Refresh Rate",1920x1080,"Apps and Games
Web Browser
Facebook","Sound Output: 20 W
3 USB Ports
3 HDMI Ports","970 x 565 x 81 mm
Weight: 7.4 kg
Colour: Black"
realme smart tv x 32 inch (81 cm) led hd-ready tv,realme,smart tv x 3,32,12599,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,Apps,"Sound Output: 24 W
2 USB Ports
3 HDMI Ports",Colour: Black
samsung ua32t4340ak 32 inch (81 cm) led hd-ready tv,samsung,ua32t4340ak 3,32,17490,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,"Apps
Web Browser
Voice Control","Sound Output: 20 W
1 USB Ports
2 HDMI Ports","731.7 x 439.2 x 83 mm
Weight: 3.8 kg
Colour: Black"
xiaomi smart tv x series 50 inch (127 cm) led 4k tv,xiaomi,smart tv x series 5,50,34999,led 4k tv,"50"" (127 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,Apps,"Sound Output: 30 W
2 USB Ports
3 HDMI Ports","Weight: 9.2 kg
Colour: Black"
xiaomi x series l43m8-a2in 43 inch (109 cm) led 4k tv,xiaomi,x series l43m8-a2in 4,43,28999,led 4k tv,"43"" (109.22 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control
Smart Remote","Sound Output: 30 W
2 USB Ports
3 HDMI Ports","956.8 x 556.1 x 82.4 mm
Colour: Black"
xiaomi x series l55m8-a2in 55 inch (139 cm) led 4k tv,xiaomi,x series l55m8-a2in 5,55,36999,led 4k tv,"55"" (139.7 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control
Smart Remote","Sound Output: 30 W
2 USB Ports
3 HDMI Ports","1255.8 x 712 x 80.9 mm
Colour: Black"
xiaomi smart tv x series 55 inch (139 cm) led 4k tv,xiaomi,smart tv x series 5,55,39999,led 4k tv,"55"" (139.7 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control
Smart Remote","Sound Output: 30 W
2 USB Ports
3 HDMI Ports",Colour: Black
thomson fa series 40rt1033 40 inch (101 cm) led full hd tv,thomson,fa series 40rt1033 4,40,14999,led full hd tv,"40"" (101.6 cm), LED
Full HD, 1920x1080
60 Hz Refresh Rate",1920x1080,"Apps
Voice Control","Sound Output: 30 W
2 USB Ports
3 HDMI Ports","897 x 525 x 120 mm
Colour: Black"
thomson 40path7777 40 inch (101 cm) led full hd tv,thomson,40path7777 4,40,16999,led full hd tv,"40"" (101.6 cm), LED
Full HD, 1920x1080
60 Hz Refresh Rate",1920x1080,"Apps and Games
Web Browser
Voice Control","Sound Output: 24 W
2 USB Ports
3 HDMI Ports","925 x 545 x 110 mm
Colour: Black"
thomson 42path2121 42 inch (106 cm) led full hd tv,thomson,42path2121 4,42,15999,led full hd tv,"42"" (106.68 cm), LED
Full HD, 1920x1080
60 Hz Refresh Rate",1920x1080,"Apps and Games
Web Browser
Facebook","Sound Output: 30 W
2 USB Ports
3 HDMI Ports","954 x 540 x 90 mm
Colour: Black"
thomson 43path0009 43 inch (109 cm) led full hd tv,thomson,43path0009 4,43,17999,led full hd tv,"43"" (109.22 cm), LED
Full HD, 1920x1080
60 Hz Refresh Rate",1920x1080,"Apps and Games
Web Browser
Facebook","Sound Output: 24 W
2 USB Ports
3 HDMI Ports","970 x 570 x 110 mm
Colour: Black"
xiaomi x series l65m8-a2in 65 inch (165 cm) led 4k tv,xiaomi,x series l65m8-a2in 6,65,59999,led 4k tv,"65"" (165.1 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control
Smart Remote","Sound Output: 30 W
2 USB Ports
3 HDMI Ports","1446.4 x 829.5 x 87 mm
Colour: Black"
xiaomi mi tv 4a horizon 32 inch (81 cm) led hd-ready tv,xiaomi,mi tv 4a horizon 3,32,16300,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,"Apps and Games
Web Browser
Voice Control","Sound Output: 20 W
2 USB Ports
3 HDMI Ports","722 x 428.95 x 82.33 mm
Weight: 3.86 kg
Colour: Black"
xiaomi mi tv 4a horizon 43 inch (109 cm) led full hd tv,xiaomi,mi tv 4a horizon 4,43,31999,led full hd tv,"43"" (109.22 cm), LED
Full HD, 1920x1080
60 Hz Refresh Rate",1920x1080,"Apps and Games
Web Browser
Voice Control","Sound Output: 20 W
2 USB Ports
3 HDMI Ports","Weight: 6.65 kg
Colour: Black"
thomson 40m4099 40 inch (101 cm) led full hd tv,thomson,40m4099 4,40,19999,led full hd tv,"40"" (101.6 cm), LED
Full HD, 1920x1080
60 Hz Refresh Rate",1920x1080,"Apps and Games
Web Browser
Facebook","Sound Output: 20 W
2 USB Ports
3 HDMI Ports","920 x 540 x 100 mm
Colour: Black"
thomson 24tm2490 24 inch (60 cm) led hd-ready tv,thomson,24tm2490 2,24,6299,led hd-ready tv,"24"" (60.96 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,,"1 USB Port, 1 HDMI Port","560 x 335 x 100 mm
Weight: 3.5 kg
Colour: Black"
thomson 32tm3290 32 inch (81 cm) led hd-ready tv,thomson,32tm3290 3,32,7999,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,,"2 USB Ports, 2 HDMI Ports","735 x 440 x 85 mm
Weight: 5.9 kg
Colour: Black"
kodak 9xpro 439x5081 43 inch (109 cm) led full hd tv,kodak,9xpro 439x5081 4,43,16999,led full hd tv,"43"" (109.22 cm), LED
Full HD, 1920x1080
60 Hz Refresh Rate",1920x1080,"Apps
Voice Control","Sound Output: 30 W
2 USB Ports
3 HDMI Ports",970 x 570 x 110 mm
kodak 40fhdx7xpro 40 inch (101 cm) led full hd tv,kodak,40fhdx7xpro 4,40,15999,led full hd tv,"40"" (101.6 cm), LED
Full HD, 1920x1080
60 Hz Refresh Rate",1920x1080,"Apps and Games
Web Browser
Voice Control","Sound Output: 24 W
2 USB Ports
3 HDMI Ports","Weight: 7.7 kg
Colour: Black"
kodak 42fhdx7xpro 42 inch (106 cm) led full hd tv,kodak,42fhdx7xpro 4,42,15999,led full hd tv,"42"" (106.68 cm), LED
Full HD, 1920x1080
60 Hz Refresh Rate",1920x1080,"Apps and Games
Facebook
Smart Remote","Sound Output: 30 W
2 USB Ports
3 HDMI Ports","954 x 540 x 90 mm
Colour: Black"
iffalcon iff65u62 65 inch (165 cm) led 4k tv,iffalcon,iff65u62 6,65,39999,led 4k tv,"65"" (165.1 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control
Smart Remote","Sound Output: 24 W
1 USB Ports
3 HDMI Ports","1446 x 833 x 81 mm
Colour: Black"
samsung crystal vision ua55cue70akl 55 inch (139 cm) led 4k tv,samsung,crystal vision ua55cue70akl 5,55,46990,led 4k tv,"55"" (139.7 cm), LED
4K, 3840x2160
50 Hz Refresh Rate",3840x2160,"Apps and Games
Voice Control
Skype Compatible","Sound Output: 20 W
1 USB Ports
3 HDMI Ports","1230.5 x 707.2 x 59.9 mm
Weight: 13.1 kg
Colour: Other"
samsung ua55aue65ak 55 inch (139 cm) led 4k tv,samsung,ua55aue65ak 5,55,42990,led 4k tv,"55"" (139.7 cm), LED
4K, 3840x2160
50 Hz Refresh Rate",3840x2160,"Apps
Web Browser","Sound Output: 20 W
1 USB Ports
3 HDMI Ports","1231 x 712.9 x 74.3 mm
Weight: 11.4 kg
Colour: Black"
samsung crystal vision ua65cue70akl 65 inch (165 cm) led 4k tv,samsung,crystal vision ua65cue70akl 6,65,71990,led 4k tv,"65"" (165.1 cm), LED
4K, 3840x2160
50 Hz Refresh Rate",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 20 W
1 USB Ports
3 HDMI Ports","1449.4 x 830.3 x 59.9 mm
Weight: 20.6 kg
Colour: Other"
iffalcon iff40s53 40 inch (101 cm) led full hd tv,iffalcon,iff40s53 4,40,14990,led full hd tv,"40"" (101.6 cm), LED
Full HD, 1920x1080
60 Hz Refresh Rate",1920x1080,"Apps
Voice Control
Smart Remote","Sound Output: 24 W
1 USB Ports
2 HDMI Ports","893 x 508 x 90 mm
Weight: 5.1 kg
Colour: Black"
kodak 32hdx7xpro 32 inch (81 cm) led hd-ready tv,kodak,32hdx7xpro 3,32,9499,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,"Apps and Games
Web Browser
Voice Control","Sound Output: 24 W
2 USB Ports
3 HDMI Ports","735 x 440 x 110 mm
Weight: 5.8 kg
Colour: Black"
samsung ua65aue70ak 65 inch (165 cm) led 4k tv,samsung,ua65aue70ak 6,65,84490,led 4k tv,"65"" (165.1 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 20 W
1 USB Ports
3 HDMI Ports","1449.4 x 830.3 x 59.9 mm
Weight: 20.6 kg
Colour: Black"
samsung ua58aue70ak 58 inch (147 cm) led 4k tv,samsung,ua58aue70ak 5,58,49990,led 4k tv,"58"" (147.32 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 20 W
1 USB Ports
3 HDMI Ports","1291 x 748.6 x 59.9 mm
Weight: 15.2 kg
Colour: Black"
samsung ua50aue70ak 50 inch (127 cm) led 4k tv,samsung,ua50aue70ak 5,50,44490,led 4k tv,"50"" (127 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 20 W
1 USB Ports
3 HDMI Ports","1264 x 780 x 150 mm
Weight: 11.4 kg
Colour: Black"
kodak 9xpro 429x5071 42 inch (106 cm) led full hd tv,kodak,9xpro 429x5071 4,42,15499,led full hd tv,"42"" (106.68 cm), LED
Full HD, 1920x1080
60 Hz Refresh Rate",1920x1080,"Apps
Voice Control
Smart Remote","Sound Output: 30 W
2 USB Ports
3 HDMI Ports","970 x 570 x 120 mm
Weight: 6.6 kg
Colour: Black"
acer i series ar32ar2841hdfl 32 inch (81 cm) led hd-ready tv,acer,i series ar32ar2841hdfl 3,32,17999,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,"Apps
Voice Control
Smart Remote","Sound Output: 24 W
2 USB Ports
2 HDMI Ports","715.7 x 421.3 x 84.5 mm
Weight: 3.92 kg
Colour: Black"
acer i series ar50ar2851udfl 50 inch (127 cm) led 4k tv,acer,i series ar50ar2851udfl 5,50,28999,led 4k tv,"50"" (127 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control
Smart Remote","Sound Output: 30 W
2 USB Ports
3 HDMI Ports","1120 x 652 x 89 mm
Weight: 9.34 kg
Colour: Black"
acer i series ar55ar2851udfl 55 inch (139 cm) led 4k tv,acer,i series ar55ar2851udfl 5,55,35999,led 4k tv,"55"" (139.7 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control
Smart Remote","Sound Output: 30 W
2 USB Ports
3 HDMI Ports","1234 x 714 x 91 mm
Weight: 11.14 kg
Colour: Black"
realme smart tv neo 32 inch (81 cm) led hd-ready tv,realme,smart tv neo 3,32,13999,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,"Apps and Games
Web Browser
Voice Control","Sound Output: 20 W
1 USB Ports
2 HDMI Ports",Colour: Black
xiaomi a series l32m8-5ain 32 inch (81 cm) led hd-ready tv,xiaomi,a series l32m8-5ain 3,32,12499,led hd-ready tv,"32"" (81.28 cm), LED
HD-Ready, 1366x768
60 Hz Refresh Rate",1366x768,"Apps
Voice Control
Smart Remote","Sound Output: 20 W
2 USB Ports
2 HDMI Ports","715 x 423.7 x 82.5 mm
Colour: Black"
thomson oathpro max (65opmax9033) 65 inch (165 cm) led 4k tv,thomson,oathpro max (65opmax9033) 6,65,39999,65 inch (165 cm) led 4k tv,"65"" (165.1 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Voice Control","Sound Output: 40 W
2 USB Ports
3 HDMI Ports","Colour: Black,Other"
thomson 50opmax9077 50 inch (127 cm) led 4k tv,thomson,50opmax9077 5,50,26999,led 4k tv,"50"" (127 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 40 W
2 USB Ports
3 HDMI Ports","1130 x 650 x 120 mm
Colour: Black"
thomson 75 oathpro 2121 75 inch (190 cm) led 4k tv,thomson,75 oathpro 2121 7,75,77999,led 4k tv,"75"" (190.5 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Web Browser
Facebook","Sound Output: 30 W
2 USB Ports
3 HDMI Ports","1675 x 957 x 85 mm
Colour: Black"
thomson 65 oathpro 2020 65 inch (165 cm) led 4k tv,thomson,65 oathpro 2020 6,65,53837,led 4k tv,"65"" (165.1 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Web Browser
Facebook","Sound Output: 30 W
2 USB Ports
3 HDMI Ports",Colour: Black
thomson 43 oathpro 2000 43 inch (109 cm) led 4k tv,thomson,43 oathpro 2000 4,43,21999,led 4k tv,"43"" (109.22 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Web Browser
Facebook","Sound Output: 30 W
2 USB Ports
3 HDMI Ports",Colour: Black
samsung ua43cue60ak 43 inch (109 cm) led 4k tv,samsung,ua43cue60ak 4,43,33990,led 4k tv,"43"" (109.22 cm), LED
4K, 3840x2160
50 Hz Refresh Rate",3840x2160,"and Games
Web Browser
Voice Control","Sound Output: 20 W
1 USB Ports
3 HDMI Ports","963.9 x 558.9 x 59.6 mm
Weight: 7.7 kg
Colour: Black"
samsung ua43aue60ak 43 inch (109 cm) led 4k tv,samsung,ua43aue60ak 4,43,33003,led 4k tv,"43"" (109.22 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 20 W
1 USB Ports
3 HDMI Ports","963.9 x 558.9 x 59.6 mm
Weight: 8.1 kg
Colour: Black"
samsung ua50aue60ak 50 inch (127 cm) led 4k tv,samsung,ua50aue60ak 5,50,40490,led 4k tv,"50"" (127 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps and Games
Web Browser
Voice Control","Sound Output: 20 W
1 USB Ports
3 HDMI Ports","1116.8 x 644.2 x 59.9 mm
Weight: 11.4 kg
Colour: Black"
samsung ua65cue60ak 65 inch (165 cm) led 4k tv,samsung,ua65cue60ak 6,65,69990,led 4k tv,"65"" (165.1 cm), LED
4K, 3840x2160
50 Hz Refresh Rate",3840x2160,"Apps
Web Browser
Skype Compatible","Sound Output: 20 W
1 USB Ports
3 HDMI Ports","1449.4 x 830.3 x 59.9 mm
Weight: 20.6 kg
Colour: Black"
thomson alpha 40alpha009bl 40 inch (101 cm) led full hd tv,thomson,alpha 40alpha009bl 4,40,13999,led full hd tv,"40"" (101.6 cm), LED
Full HD, 1920x1080
60 Hz Refresh Rate",1920x1080,Apps,"Sound Output: 30 W
2 USB Ports
3 HDMI Ports","925 x 545 x 110 mm
Colour: Black"
vu 65pm 65 inch (165 cm) led 4k tv,vu,65pm 6,65,57999,led 4k tv,"65"" (165.1 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Web Browser
Facebook","Sound Output: 30 W
2 USB Ports
3 HDMI Ports","1448 x 834 x 81 mm
Weight: 17.1 kg
Colour: Black"
lg 55ur7500psc 55 inch (139 cm) led 4k tv,lg,55ur7500psc 5,55,43990,led 4k tv,"55"" (139.7 cm), LED
4K, 3840x2160
60 Hz Refresh Rate",3840x2160,"Apps
Web Browser
Smart Remote","Sound Output: 20 W
2 USB Ports
3 HDMI Ports","1235 x 715 x 57.5 mm
Weight: 14 kg
Colour: Black"
