Name,Brand,Model,Inches,Price,Price_Category,DisplayType,Resolution,Colour,Width,Height,PPI,Original_Brand
samsung qa77s95cak 77 inch (195 cm) oled 4k tv,Samsung,qa77s95cak 7,77,499990,Luxury,4K,3840x2160,Other,3840,2160,57.22,samsung
panasonic th-55lz950dx 55 inch (139 cm) oled 4k tv,Panasonic,th-55lz950dx 5,55,125740,Premium,4K,3840x2160,Black,3840,2160,80.11,panasonic
panasonic th-65lz950dx 65 inch (165 cm) oled 4k tv,Panasonic,th-65lz950dx 6,65,189839,Premium,4K,3840x2160,Black,3840,2160,67.78,panasonic
croma crel032hgc024601 32 inch (81 cm) led hd-ready tv,Croma,crel032hgc024601 3,32,12990,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,croma
lg oled42c3psa 42 inch (106 cm) oled evo 4k tv,Lg,oled42c3psa 4,42,119990,Premium,EVO 4K,3840x2160,Black,3840,2160,104.9,lg
lg oled77c3psa 77 inch (195 cm) oled evo 4k tv,Lg,oled77c3psa 7,77,459990,Luxury,EVO 4K,3840x2160,Black,3840,2160,57.22,lg
lg oled55c3xsa 55 inch (139 cm) oled evo 4k tv,Lg,oled55c3xsa 5,55,167990,Premium,EVO 4K,3840x2160,Black,3840,2160,80.11,lg
lg oled83c3psa 83 inch (210 cm) oled evo 4k tv,Lg,oled83c3psa 8,83,717090,Luxury,EVO 4K,3840x2160,Black,3840,2160,53.08,lg
lg oled55g3psa 55 inch (139 cm) oled evo 4k tv,Lg,oled55g3psa 5,55,164990,Premium,EVO 4K,3840x2160,Black,3840,2160,80.11,lg
lg oled65c3xsa 65 inch (165 cm) oled evo 4k tv,Lg,oled65c3xsa 6,65,216490,Luxury,EVO 4K,3840x2160,Black,3840,2160,67.78,lg
lg oled77b3psa 77 inch (195 cm) oled 4k tv,Lg,oled77b3psa 7,77,469990,Luxury,4K,3840x2160,Black,3840,2160,57.22,lg
lg oled48c3xsa 48 inch (121 cm) oled evo 4k tv,Lg,oled48c3xsa 4,48,107990,Premium,EVO 4K,3840x2160,Black,3840,2160,91.79,lg
samsung qa65q70cak 65 inch (165 cm) qled 4k tv,Samsung,qa65q70cak 6,65,126990,Premium,4K,3840x2160,Other,3840,2160,67.78,samsung
lg 65ur8050psb 65 inch (165 cm) led 4k tv,Lg,65ur8050psb 6,65,81990,High-end,4K,3840x2160,Grey,3840,2160,67.78,lg
samsung ua85cu8000k 85 inch (215 cm) led 4k tv,Samsung,ua85cu8000k 8,85,369990,Luxury,4K,3840x2160,Other,3840,2160,51.83,samsung
samsung qa65qn700ck 65 inch (165 cm) neo qled 8k uhd tv,Samsung,qa65qn700ck 6,65,314990,Luxury,QLED 8K UHD,7680x4320,Other,7680,4320,135.56,samsung
haier 55s8gt 55 inch (139 cm) led 4k tv,Haier,55s8gt 5,55,52490,Mid-range,4K,3840x2160,Grey,3840,2160,80.11,haier
aiwa magnifiq a32hdx1 32 inch (81 cm) led hd-ready tv,Aiwa,magnifiq a32hdx1 3,32,12490,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,aiwa
jvc lt-58nq7135cgx 58 inch (147 cm) qled 4k tv,Jvc,lt-58nq7135cgx 5,58,52990,Mid-range,4K,3840x2160,Black,3840,2160,75.96,jvc
cellecor e32n 32 inch (81 cm) led hd-ready tv,Cellecor,e32n 3,32,8399,Budget,HD-Ready,1366x768,Black,1366,768,48.97,cellecor
samsung ua75cu7700k 75 inch (190 cm) led 4k tv,Samsung,ua75cu7700k 7,75,149990,Premium,4K,3840x2160,Black,3840,2160,58.74,samsung
samsung ua75cu8000k 75 inch (190 cm) led 4k tv,Samsung,ua75cu8000k 7,75,175990,Premium,4K,3840x2160,Black,3840,2160,58.74,samsung
samsung qa65q60cak 65 inch (165 cm) qled 4k tv,Samsung,qa65q60cak 6,65,124900,Premium,4K,3840x2160,Black,3840,2160,67.78,samsung
samsung qa75q60cak 75 inch (190 cm) qled 4k tv,Samsung,qa75q60cak 7,75,284990,Luxury,4K,3840x2160,Black,3840,2160,58.74,samsung
samsung qa85q60cak 85 inch (215 cm) qled 4k tv,Samsung,qa85q60cak 8,85,524990,Luxury,4K,3840x2160,Black,3840,2160,51.83,samsung
samsung qa65qn95cak 65 inch (165 cm) neo qled 4k tv,Samsung,qa65qn95cak 6,65,284990,Luxury,QLED 4K,3840x2160,Black,3840,2160,67.78,samsung
samsung qa55qn95cak 65 inch (165 cm) neo qled 4k tv,Samsung,qa55qn95cak 6,65,189990,Premium,QLED 4K,3840x2160,Other,3840,2160,67.78,samsung
samsung ua43t5410ak 43 inch (109 cm) led full hd tv,Samsung,ua43t5410ak 4,43,27490,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,samsung
haier le32a7 32 inch (81 cm) led hd-ready tv,Haier,le32a7 3,32,12490,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,haier
haier le32a9000 32 inch (81 cm) led hd-ready tv,Haier,le32a9000 3,32,15490,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,haier
samsung ua43cu8000k 43 inch (109 cm) led 4k tv,Samsung,ua43cu8000k 4,43,45290,Mid-range,4K,3840x2160,Other,3840,2160,102.46,samsung
samsung qa55q60cak 55 inch (139 cm) qled 4k tv,Samsung,qa55q60cak 5,55,88990,High-end,4K,3840x2160,Other,3840,2160,80.11,samsung
samsung ua65cu7700k 65 inch (165 cm) led 4k tv,Samsung,ua65cu7700k 6,65,93990,High-end,4K,3840x2160,Black,3840,2160,67.78,samsung
samsung qa50q60cak 50 inch (127 cm) qled 4k tv,Samsung,qa50q60cak 5,50,69990,High-end,4K,3840x2160,Black,3840,2160,88.12,samsung
onida 43uif-r 43 inch (109 cm) led 4k tv,Onida,43uif-r 4,43,25999,Affordable,4K,3840x2160,Black,3840,2160,102.46,onida
haier le40k7700ga 40 inch (101 cm) led full hd tv,Haier,le40k7700ga 4,40,26990,Affordable,Full HD,1920x1080,Black,1920,1080,55.07,haier
akai aklt24n-d53w 24 inch (60 cm) led hd-ready tv,Akai,aklt24n-d53w 2,24,7850,Budget,HD-Ready,1366x768,Black,1366,768,65.3,akai
samsung ua55cu7700k 55 inch (139 cm) led 4k tv,Samsung,ua55cu7700k 5,55,62490,High-end,4K,3840x2160,Black,3840,2160,80.11,samsung
croma crel065uga024601 65 inch (165 cm) qled 4k tv,Croma,crel065uga024601 6,65,69990,High-end,4K,3840x2160,Black,3840,2160,67.78,croma
amstrad am55ug11nxt 55 inch (139 cm) led 4k tv,Amstrad,am55ug11nxt 5,55,38250,Mid-range,4K,3840x2160,Black,3840,2160,80.11,amstrad
amstrad am43ug11nxt 43 inch (109 cm) led 4k tv,Amstrad,am43ug11nxt 4,43,27490,Affordable,4K,3840x2160,65 x 89 mm,3840,2160,102.46,amstrad
samsung ua65cu8000k 65 inch (165 cm) led 4k tv,Samsung,ua65cu8000k 6,65,89490,High-end,4K,3840x2160,Other,3840,2160,67.78,samsung
samsung ua55cu8000k 55 inch (139 cm) led 4k tv,Samsung,ua55cu8000k 5,55,64290,High-end,4K,3840x2160,Other,3840,2160,80.11,samsung
croma crel024hbb024602 24 inch (60 cm) led hd-ready tv,Croma,crel024hbb024602 2,24,5190,Budget,HD-Ready,1366x768,Black,1366,768,65.3,croma
haier 43ega1 43 inch (109 cm) led full hd tv,Haier,43ega1 4,43,26990,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,haier
haier le43k7700uga 43 inch (109 cm) led 4k tv,Haier,le43k7700uga 4,43,29999,Affordable,4K,3840x2160,Black,3840,2160,102.46,haier
croma crel055uga024601 55 inch (139 cm) qled 4k tv,Croma,crel055uga024601 5,55,54990,Mid-range,4K,3840x2160,Black,3840,2160,80.11,croma
jvc lt-75nq7115cgx 75 inch (190 cm) led 4k tv,Jvc,lt-75nq7115cgx 7,75,114490,Premium,4K,3840x2160,Black,3840,2160,58.74,jvc
jvc lt-65nq7115cgx 65 inch (165 cm) led 4k tv,Jvc,lt-65nq7115cgx 6,65,67490,High-end,4K,3840x2160,Black,3840,2160,67.78,jvc
haier k series le43k7ga 43 inch (109 cm) led full hd tv,Haier,k series le43k7ga 4,43,33899,Mid-range,Full HD,1920x1080,Black,1920,1080,51.23,haier
tcl 32s5201 32 inch (81 cm) led full hd tv,Tcl,32s5201 3,32,13900,Affordable,Full HD,1920x1080,Black,1920,1080,68.84,tcl
samsung ua32t4360 32 inch (81 cm) led hd-ready tv,Samsung,ua32t4360 3,32,17623,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,samsung
lloyd 55us850d 55 inch (139 cm) led 4k tv,Lloyd,55us850d 5,55,87210,High-end,4K,3840x2160,Black,3840,2160,80.11,lloyd
impex grande 50 smart au00bl 50 inch (127 cm) led 4k tv,Impex,grande 50 smart au00bl 5,50,33990,Mid-range,4K,3840x2160,Black,3840,2160,88.12,impex
panasonic th-32ls670dx 32 inch (81 cm) led hd-ready tv,Panasonic,th-32ls670dx 3,32,23500,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,panasonic
bush 32sflo 32 inch (81 cm) led full hd tv,Bush,32sflo 3,32,9998,Budget,Full HD,1920x1080,Black,1920,1080,68.84,bush
samsung ua32t4110ar 32 inch (81 cm) led hd-ready tv,Samsung,ua32t4110ar 3,32,19999,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,samsung
thomson 5q50h1000 50 inch (127 cm) qled 4k tv,Thomson,5q50h1000 5,50,33999,Mid-range,4K,3840x2160,Black,3840,2160,88.12,thomson
lg 65nano75sqa 65 inch (165 cm) led 4k tv,Lg,65nano75sqa 6,65,90990,High-end,4K,3840x2160,Black,3840,2160,67.78,lg
itel a2410ie 24 inch (60 cm) led hd-ready tv,Itel,a2410ie 2,24,8800,Budget,HD-Ready,1366x768,Black,1366,768,65.3,itel
panasonic th-42js650dx 42 inch (106 cm) led full hd tv,Panasonic,th-42js650dx 4,42,40849,Mid-range,Full HD,1920x1080,Black,1920,1080,52.45,panasonic
panasonic th-43lx750dx 43 inch (109 cm) led 4k tv,Panasonic,th-43lx750dx 4,43,40990,Mid-range,4K,3840x2160,Black,3840,2160,102.46,panasonic
salora slv-4324sl 32 inch (81 cm) led hd-ready tv,Salora,slv-4324sl 3,32,10499,Affordable,HD-Ready,1366x768,"30 x 75 mm
Weight: 3.78 kg",1366,768,48.97,salora
imee supreme 43sflcs 43 inch (109 cm) led full hd tv,Imee,supreme 43sflcs 4,43,22999,Affordable,Full HD,1920x1080,Silver,1920,1080,51.23,imee
imee elite pro 43sfl 43 inch (109 cm) led full hd tv,Imee,elite pro 43sfl 4,43,29550,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,imee
impex fiesta 55ufx2ac11 55 inch (139 cm) led 4k tv,Impex,fiesta 55ufx2ac11 5,55,59990,Mid-range,4K,3840x2160,Black,3840,2160,80.11,impex
imee signature 65sflvc 65 inch (165 cm) led 4k tv,Imee,signature 65sflvc 6,65,64999,High-end,4K,3840x2160,Other,3840,2160,67.78,imee
tcl 55p616 55 inch (139 cm) led 4k tv,Tcl,55p616 5,55,45990,Mid-range,4K,3860x2160,Black,3840,2160,80.42,tcl
panasonic th-32ls550dx 32 inch (81 cm) led hd-ready tv,Panasonic,th-32ls550dx 3,32,26599,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,panasonic
tcl 55p735 55 inch (139 cm) led 4k tv,Tcl,55p735 5,55,49990,Mid-range,4K,3840x2160,Black,3840,2160,80.11,tcl
tcl 65p735 65 inch (165 cm) qled 4k tv,Tcl,65p735 6,65,65990,High-end,4K,3840x2160,Black,3840,2160,67.78,tcl
tcl 50p735 50 inch (127 cm) led 4k tv,Tcl,50p735 5,50,38990,Mid-range,4K,3840x2160,Black,3840,2160,88.12,tcl
imee signature 55sflvc 55 inch (139 cm) led 4k tv,Imee,signature 55sflvc 5,55,40999,Mid-range,4K,3840x2160,Other,3840,2160,80.11,imee
lg 86nano75sqa 86 inch (218 cm) led 4k tv,Lg,86nano75sqa 8,86,554990,Luxury,4K,3840x2160,Black,3840,2160,51.23,lg
lg 55nano75sqa 55 inch (139 cm) led 4k tv,Lg,55nano75sqa 5,55,64490,High-end,4K,3840x2160,Black,3840,2160,80.11,lg
croma crel043foa024601 43 inch (109 cm) led full hd tv,Croma,crel043foa024601 4,43,23990,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,croma
tcl 75c835 75 inch (190 cm) led 4k tv,Tcl,75c835 7,75,429990,Luxury,4K,3840x2160,Black,3840,2160,58.74,tcl
tcl 65c835 65 inch (165 cm) qled 4k tv,Tcl,65c835 6,65,309990,Luxury,4K,3840x2160,Black,3840,2160,67.78,tcl
jvc lt-32n385cve 32 inch (81 cm) led hd-ready tv,Jvc,lt-32n385cve 3,32,10990,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,jvc
tcl 75c635 75 inch (190 cm) qled 4k tv,Tcl,75c635 7,75,299990,Luxury,4K,3840x2160,Black,3840,2160,58.74,tcl
lg oled65c2xsc 65 inch (165 cm) oled evo 4k tv,Lg,oled65c2xsc 6,65,179990,Premium,EVO 4K,3840x2160,Black,3840,2160,67.78,lg
sony bravia kd-55x85k 55 inch (139 cm) led 4k tv,Sony,bravia kd-55x85k 5,55,84990,High-end,4K,3840x2160,Black,3840,2160,80.11,sony
jvc lt-32n385cce 32 inch (81 cm) led hd-ready tv,Jvc,lt-32n385cce 3,32,10490,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,jvc
jvc lt-43n5105cve 43 inch (109 cm) led full hd tv,Jvc,lt-43n5105cve 4,43,20490,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,jvc
samsung qa55q70bak 55 inch (139 cm) qled 4k tv,Samsung,qa55q70bak 5,55,99990,High-end,4K,3840x2160,Black,3840,2160,80.11,samsung
samsung qa75q70bak 75 inch (190 cm) qled 4k tv,Samsung,qa75q70bak 7,75,349990,Luxury,4K,3840x2160,Black,3840,2160,58.74,samsung
samsung ua50bu8000k 50 inch (127 cm) led 4k tv,Samsung,ua50bu8000k 5,50,63990,High-end,4K,3840x2160,Black,3840,2160,88.12,samsung
sony bravia xr-85z9j 85 inch (215 cm) led 8k uhd tv,Sony,bravia xr-85z9j 8,85,899990,Luxury,8K UHD,7680x4320,Black,7680,4320,103.67,sony
croma crel065uoa024601 65 inch (165 cm) led 4k tv,Croma,crel065uoa024601 6,65,59990,Mid-range,4K,3840x2160,Black,3840,2160,67.78,croma
samsung ua85bu8000k 85 inch (215 cm) led 4k tv,Samsung,ua85bu8000k 8,85,399990,Luxury,4K,3840x2160,Black,3840,2160,51.83,samsung
panasonic th-75lx730dx 75 inch (190 cm) led 4k tv,Panasonic,th-75lx730dx 7,75,179990,Premium,4K,3840x2160,"957 x 85 mm
Weight: 28.22 kg",3840,2160,58.74,panasonic
samsung qa65qn700bk 65 inch (165 cm) neo qled 8k uhd tv,Samsung,qa65qn700bk 6,65,324990,Luxury,QLED 8K UHD,7680x4320,Black,7680,4320,135.56,samsung
samsung ua75bu8000k 75 inch (190 cm) led 4k tv,Samsung,ua75bu8000k 7,75,204990,Luxury,4K,3840x2160,Black,3840,2160,58.74,samsung
samsung ua65bu8000k 65 inch (165 cm) led 4k tv,Samsung,ua65bu8000k 6,65,112990,Premium,4K,3840x2160,Black,3840,2160,67.78,samsung
cornea 55corfls05 55 inch (139 cm) led 4k tv,Cornea,55corfls05 5,55,34199,Mid-range,4K,3840x2160,Black,3840,2160,80.11,cornea
panasonic th-32j200dx 32 inch (81 cm) led hd-ready tv,Panasonic,th-32j200dx 3,32,14561,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,panasonic
samsung qa65q60bak 65 inch (165 cm) qled 4k tv,Samsung,qa65q60bak 6,65,174990,Premium,4K,3840x2160,Black,3840,2160,67.78,samsung
imee elite 43sfl 43 inch (109 cm) led full hd tv,Imee,elite 43sfl 4,43,29999,Affordable,Full HD,1920x1080,Silver,1920,1080,51.23,imee
samsung qa98qn90aakxxl 98 inch (248 cm) qled 4k tv,Samsung,qa98qn90aakxxl 9,98,1999000,Luxury,4K,3840x2160,Black,3840,2160,44.96,samsung
samsung qa85qn900ak 85 inch (215 cm) qled 8k uhd tv,Samsung,qa85qn900ak 8,85,1350000,Luxury,8K UHD,7680x4320,Other,7680,4320,103.67,samsung
samsung qa43q60bak 43 inch (109 cm) qled 4k tv,Samsung,qa43q60bak 4,43,64990,High-end,4K,3840x2160,Black,3840,2160,102.46,samsung
samsung qa85qn900bk 85 inch (215 cm) neo qled 8k uhd tv,Samsung,qa85qn900bk 8,85,1349990,Luxury,QLED 8K UHD,7680x4320,Other,7680,4320,103.67,samsung
samsung qa65qn800bk 65 inch (165 cm) neo qled 8k uhd tv,Samsung,qa65qn800bk 6,65,374990,Luxury,QLED 8K UHD,7680x4320,Other,7680,4320,135.56,samsung
samsung qa75q60bak 75 inch (190 cm) qled 4k tv,Samsung,qa75q60bak 7,75,319990,Luxury,4K,3840x2160,Black,3840,2160,58.74,samsung
samsung crystal 75au7700 75 inch (190 cm) led 4k tv,Samsung,crystal 75au7700 7,75,184990,Premium,4K,3840x2160,Other,3840,2160,58.74,samsung
samsung qa65q80aak 65 inch (165 cm) qled 4k tv,Samsung,qa65q80aak 6,65,189990,Premium,4K,3840x2160,Other,3840,2160,67.78,samsung
impex grande 43 au10 43 inch (109 cm) led full hd tv,Impex,grande 43 au10 4,43,24999,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,impex
lg 65up8000ptz 65 inch (165 cm) led 4k tv,Lg,65up8000ptz 6,65,84990,High-end,4K,3840x2160,Black,3840,2160,67.78,lg
impex grande 32 au20 32 inch (81 cm) led hd-ready tv,Impex,grande 32 au20 3,32,14990,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,impex
akai aklt40s-d409w 40 inch (101 cm) led hd-ready tv,Akai,aklt40s-d409w 4,40,30990,Mid-range,HD-Ready,1366x768,Black,1366,768,39.18,akai
lloyd 43us850c 43 inch (109 cm) led 4k tv,Lloyd,43us850c 4,43,33781,Mid-range,4K,3480x2160,Black,3840,2160,95.25,lloyd
lloyd 58us900c 58 inch (147 cm) led 4k tv,Lloyd,58us900c 5,58,65340,High-end,4K,3840x2160,Black,3840,2160,75.96,lloyd
lloyd 50us900b 50 inch (127 cm) led 4k tv,Lloyd,50us900b 5,50,42990,Mid-range,4K,3840x2160,Black,3840,2160,88.12,lloyd
bpl 65u-a4310 65 inch (165 cm) led 4k tv,Bpl,65u-a4310 6,65,56990,Mid-range,4K,3840x2160,Black,3840,2160,67.78,bpl
lloyd 32hs550c 32 inch (81 cm) led hd-ready tv,Lloyd,32hs550c 3,32,16490,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,lloyd
lloyd 32hb250c 32 inch (81 cm) led hd-ready tv,Lloyd,32hb250c 3,32,14329,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,lloyd
lg 50up7550ptz 50 inch (127 cm) led 4k tv,Lg,50up7550ptz 5,50,48990,Mid-range,4K,3840x2160,Black,3840,2160,88.12,lg
samsung qa65qn700ak 65 inch (165 cm) qled 8k uhd tv,Samsung,qa65qn700ak 6,65,319990,Luxury,8K UHD,7680x4320,Other,7680,4320,135.56,samsung
lg 55nano75tpz 55 inch (139 cm) led 4k tv,Lg,55nano75tpz 5,55,57990,Mid-range,4K,3840x2160,Black,3840,2160,80.11,lg
lg 65nano75tpz 65 inch (165 cm) led 4k tv,Lg,65nano75tpz 6,65,79990,High-end,4K,3840x2160,Black,3840,2160,67.78,lg
lg 65nano95tna 65 inch (165 cm) led 8k uhd tv,Lg,65nano95tna 6,65,210990,Luxury,8K UHD,7680x4320,Black,7680,4320,135.56,lg
lg 43lm5620pta 43 inch (109 cm) led full hd tv,Lg,43lm5620pta 4,43,32990,Mid-range,Full HD,1920x1080,"77 x 80.8 mm
Weight: 8.0 kg",1920,1080,51.23,lg
samsung ua85au8000k 85 inch (215 cm) led 4k tv,Samsung,ua85au8000k 8,85,394990,Luxury,4K,3840x2160,Black,3840,2160,51.83,samsung
samsung qa75qn85aak 75 inch (190 cm) qled 4k tv,Samsung,qa75qn85aak 7,75,424990,Luxury,4K,3840x2160,Other,3840,2160,58.74,samsung
detel di49ska 49 inch (124 cm) led 4k tv,Detel,di49ska 4,49,69999,High-end,4K,3840x2160,Black,3840,2160,89.91,detel
sansui jsw32nshd 32 inch (81 cm) led hd-ready tv,Sansui,jsw32nshd 3,32,17990,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,sansui
panasonic viera th-65jx750dx 65 inch (165 cm) led 4k tv,Panasonic,viera th-65jx750dx 6,65,79100,High-end,4K,3840x2160,Black,3840,2160,67.78,panasonic
haier le32d4000 32 inch (81 cm) led hd-ready tv,Haier,le32d4000 3,32,12990,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,haier
lg 43up7750ptz 43 inch (109 cm) led 4k tv,Lg,43up7750ptz 4,43,37092,Mid-range,4K,3840x2160,Black,3840,2160,102.46,lg
samsung ua65au8000k 65 inch (165 cm) led 4k tv,Samsung,ua65au8000k 6,65,69990,High-end,4K,3840x2160,Black,3840,2160,67.78,samsung
samsung ua65au9070ul 65 inch (165 cm) led 4k tv,Samsung,ua65au9070ul 6,65,111990,Premium,4K,3840x2160,Black,3840,2160,67.78,samsung
samsung qa65q60aak 65 inch (165 cm) qled 4k tv,Samsung,qa65q60aak 6,65,154990,Premium,4K,3840x2160,Black,3840,2160,67.78,samsung
samsung qa55q80aak 55 inch (139 cm) qled 4k tv,Samsung,qa55q80aak 5,55,84990,High-end,4K,3840x2160,Other,3840,2160,80.11,samsung
lloyd l43fs301b 43 inch (109 cm) led full hd tv,Lloyd,l43fs301b 4,43,29995,Affordable,Full HD,1920x1080,Black,1920,1080,51.23,lloyd
toshiba 65u8080 65 inch (165 cm) led 4k tv,Toshiba,65u8080 6,65,99999,High-end,4K,3840x2160,Black,3840,2160,67.78,toshiba
lg 55un7350ptd 55 inch (139 cm) led 4k tv,Lg,55un7350ptd 5,55,49990,Mid-range,4K,3840x2160,Black,3840,2160,80.11,lg
samsung qa98q80cak 98 inch (248 cm) qled 4k tv,Samsung,qa98q80cak 9,98,824990,Luxury,4K,3840x2160,Other,3840,2160,44.96,samsung
sharp lc-32le185m 32 inch (81 cm) led hd-ready tv,Sharp,lc-32le185m 3,32,24950,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,sharp
lg 65un7300ptc 65 inch (165 cm) led 4k tv,Lg,65un7300ptc 6,65,111990,Premium,4K,3840x2160,Black,3840,2160,67.78,lg
lloyd l32hb250b 32 inch (81 cm) led hd-ready tv,Lloyd,l32hb250b 3,32,14799,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,lloyd
lg 75un8000ptb 75 inch (190 cm) led 4k tv,Lg,75un8000ptb 7,75,119990,Premium,4K,3840x2160,Black,3840,2160,58.74,lg
samsung ua65mu6470u 65 inch (165 cm) led 4k tv,Samsung,ua65mu6470u 6,65,293900,Luxury,4K,3840x2160,Black,3840,2160,67.78,samsung
haier 55p7gt 55 inch (139 cm) led 4k tv,Haier,55p7gt 5,55,42750,Mid-range,4K,3840x2160,Grey,3840,2160,80.11,haier
haier le32k8200gt 32 inch (81 cm) led hd-ready tv,Haier,le32k8200gt 3,32,14490,Affordable,HD-Ready,1366x768,Black,1366,768,48.97,haier
